Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Aghazarian, Greg;09/10/1964;R;26;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Arambula, Juan;01/29/1952;D;31;CC;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Baca, Joe Jr.;10/08/1969;D;62;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Not seek reelection;State Senate candidate
Bass, Karen;10/03/1953;D;47;USR;B;0;0;1;0;1;Speaker;12/06/2004;11/30/2006;On time;Reelection;Reelected
Benoit, John J.;12/27/1951;R;64;S-CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Berg, Patty;06/06/1942;D;1;;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Bermudez, Rudy;;D;56;;;;;;;;;12/06/2004;11/30/2006;On time;Reelection;Defeated
Blakeslee, Sam;06/25/1955;R;33;S;W;1;0;0;0;0;Minority Leader;12/06/2004;11/30/2006;On time;Reelection;Reelected
Bogh, Russ;;R;65;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Calderon, Ronald S.;08/12/1957;D;58;S;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Not seek reelection;State Senate candidate
Canciamilla, Joseph;;D;11;CC-M;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Chan, Wilma;10/05/1949;D;16;CC;A;0;0;0;1;1;Assembly Majority Whip;12/06/2004;11/30/2006;On time;Termed out;BS candidate
Chavez, Edward;;D;57;;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Chu, Judy;07/07/1953;D;49;USR-CC-M;A;0;0;0;1;1;;12/06/2004;11/30/2006;On time;Not seek reelection;California State Board of Equalization
Cogdill, Dave;12/31/1950;R;25;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;State Senate candidate
Cohn, Rebecca;03/30/1954;D;24;;W;1;0;0;0;1;Assistant Majority Leader;12/06/2004;11/30/2006;On time;Termed out;University
Coto, Joe;1939;D;23;;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Daucher, Lynn;1946;R;72;CC;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Termed Out;
De La Torre, Hector;;D;50;CC-M;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
DeVore, Chuck;05/20/1962;R;70;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Dymally, Mervyn;05/12/1926;D;52;S-USR-;B;0;0;1;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Emmerson, Bill;10/28/1945;R;63;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Evans, Noreen;04/22/1955;D;7;S-CC;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Frommer, Dario;10/22/1963;D;43;;W;1;0;0;0;0;Majority Leader;12/06/2004;11/30/2006;On time;Termed out;Lobbying
Garcia, Bonnie;;R;80;;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Goldberg, Jackie;11/18/1944;D;45;CC;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Termed out;Board of Education
Gordon, Mile;;D;53;;;;;;;;;12/06/2004;11/30/2006;On time;;
Hancock, Loni;04/10/1940;D;14;S-M;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Harman, Tom;05/30/1941;R;67;S-CC;W;1;0;0;0;0;;12/06/2004;06/13/2006;On time;Termed Out;State Senate candidate
Haynes, Ray;08/26/1954;R;66;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;;
Horton, Jerome;09/14/1956;D;51;;B;0;0;1;0;0;;12/06/2004;11/30/2006;On time;Termed out;State Board of Equalization
Horton, Shirley;;R;78;CC-M;A;0;0;0;1;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Houston, Guy S.;1960;R;15;M;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Huff, Bob;09/09/1953;R;60;S-CC-M;W;1;0;0;0;0;Republican Caucus Chair;12/06/2004;11/30/2006;On time;Reelection;Reelected
Jones, Dave;01/04/1963;D;9;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Karnette, Betty;09/13/1931;D;54;S;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Keene, Rick;11/16/1957;R;3;CC-M;W;1;0;0;0;0;Republican Whip;12/06/2004;11/30/2006;On time;Reelection;Reelected
Klehs, Johan;1952;D;18;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;;
Koretz, Paul;04/03/1955;D;42;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;CC candidate
La Malfa, Doug;07/02/1960;R;2;USR-S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
La Suer, Jay;01/24/1940;R;77;CC-M;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed Out;
Laird, John;03/29/1950;D;27;M-S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Leno, Mark;09/24/1951;D;13;S-CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Leslie, Tim;02/04/1942;R;4;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Levine, Lloyd;1969;D;40;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Lieber, Sally J.;04/24/1961;D;22;CC-M;W;1;0;0;0;1;Speaker Pro Tempore;12/06/2004;11/30/2006;On time;Reelection;Reelected
Liu, Carol;12/09/1941;D;44;S-CC;A;0;0;0;1;1;;12/06/2004;11/30/2006;On time;Termed out;State Senate candidate
Matthews, Barbara;;D;17;;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Termed out;
Maze, Bill;04/09/1946;R;34;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
McCarthy, Kevin;01/26/1965;R;32;USR;W;1;0;0;0;0;Minority Leader;12/06/2004;11/30/2006;On time;Not seek reelection;USR candidate
McLeod, Gloria Negrete;09/06/1941;D;61;USR - S;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Termed out;State Senate candidate
Montañez, Cindy;1974;D;39;CC;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Not seek reelection;CC candidate
